1040
198,99,99,102,18,21,89,59,46,100,141,1,0
5,9,4,73,230,82,122,80,142,82,6,0,0
180,22,193,100,120,120,60,41,110,56,84,0,0
113,86,25,74,232,143,152,154,75,28,18,1,0
41,17,59,197,41,138,71,153,35,125,166,1,0
31,213,116,223,82,16,9,59,83,5,132,1,0
244,167,89,114,149,89,44,135,102,83,152,1,0
100,90,232,247,52,64,113,128,136,44,138,1,0
42,247,121,37,247,126,65,148,112,154,79,1,0
232,193,96,22,218,158,79,-1,39,127,5,1,0
9,101,82,122,58,138,148,45,75,156,96,1,0
209,36,20,247,50,34,96,64,48,38,7,0,0
49,53,72,24,119,88,126,137,64,18,164,1,0
145,64,242,49,20,65,33,23,18,12,69,1,0
195,40,227,163,216,113,58,39,108,56,85,0,0
178,86,112,2,162,42,21,13,91,42,67,0,0
18,102,182,34,230,98,49,87,106,21,13,1,0
71,51,106,19,201,129,65,149,33,121,158,1,0
216,18,21,211,53,77,39,81,21,143,5,1,0
32,210,65,50,21,95,49,31,23,18,100,1,0
168,176,249,244,120,104,52,142,26,118,148,0,0
195,239,192,112,145,28,14,11,8,69,65,1,0
22,26,36,121,70,78,118,78,139,81,7,0,0
232,20,71,96,95,0,1,108,80,127,5,1,0
161,49,115,3,184,131,67,43,33,27,135,1,0
154,119,41,52,5,96,48,138,104,149,52,0,0
194,18,5,214,241,38,99,65,49,41,5,0,0
6,242,113,145,196,86,44,30,22,81,82,0,0
194,20,244,198,193,40,100,68,51,39,7,0,0
160,196,248,24,99,60,110,127,54,11,135,1,0
163,227,196,103,19,50,104,69,54,41,7,0,0
116,159,82,225,84,46,24,15,12,73,70,0,0
3,246,40,48,-1,5,3,109,81,65,70,1,0
195,123,201,72,232,113,138,146,148,54,6,1,0
18,193,51,35,230,97,50,33,25,20,104,1,0
143,162,216,230,20,65,112,130,58,12,139,1,0
159,121,33,56,179,55,109,18,134,12,167,1,0
114,195,118,23,101,59,111,75,54,45,5,0,0
200,165,106,146,196,86,42,136,102,146,54,0,0
74,4,97,166,114,45,103,14,52,138,21,0,0
244,118,65,50,6,96,49,31,105,51,86,0,0
144,82,1,82,85,61,30,21,15,12,65,1,0
6,2,145,162,214,84,42,28,21,82,84,0,0
239,52,168,5,82,31,97,118,48,6,120,1,0
197,87,9,2,182,101,50,140,105,86,164,1,0
10,101,67,105,40,140,150,47,75,155,95,1,0
163,248,161,52,23,124,63,42,112,56,84,0,0
168,120,56,66,53,92,47,139,105,146,53,0,0
115,22,17,115,146,57,30,19,95,43,68,1,0
245,250,229,41,164,86,124,84,143,83,5,0,0
6,96,72,95,96,1,0,108,1,96,63,1,0
226,5,148,168,149,102,132,87,66,52,12,0,0
6,148,53,184,164,73,117,79,58,112,151,0,0
216,179,80,4,64,2,81,1,41,129,6,1,0
68,115,52,166,148,74,116,78,60,46,7,0,0
179,86,98,240,147,42,23,15,90,41,67,0,0
200,183,120,177,244,81,41,135,101,146,53,0,0
54,184,42,180,10,140,72,155,115,94,6,1,0
170,120,56,66,37,95,47,137,103,146,53,0,0
25,97,147,115,148,57,28,74,15,140,5,1,0
209,185,98,167,116,43,102,14,130,10,154,1,0
197,176,34,2,166,101,52,33,26,84,82,0,0
73,212,209,56,182,116,137,40,68,153,82,0,0
102,112,50,161,227,52,26,18,14,75,71,0,0
227,25,99,117,48,17,88,60,126,67,137,1,0
87,167,81,120,67,48,103,16,131,106,67,0,0
51,101,38,120,69,76,119,79,61,49,5,0,0
101,247,122,51,9,126,63,148,113,90,7,1,0
50,198,160,193,36,78,40,26,101,48,86,0,0
38,32,193,242,149,72,37,24,18,78,84,0,0
197,24,1,117,64,17,88,5,125,100,38,1,0
59,165,163,232,24,125,144,43,71,153,82,0,0
226,113,225,163,232,113,58,38,28,24,119,1,0
197,176,33,4,182,100,52,34,25,86,83,0,0
7,234,20,25,107,151,156,50,158,126,119,1,0
114,245,85,50,3,65,32,77,96,15,6,1,0
214,240,89,115,149,89,44,136,23,113,148,0,0
33,120,196,51,21,94,47,85,104,19,10,1,0
101,144,64,176,4,50,25,16,13,76,70,0,0
166,186,35,185,181,101,132,33,147,118,90,0,0
217,177,79,244,47,4,83,2,41,128,5,1,0
185,53,98,25,118,90,126,29,63,147,64,1,0
83,229,226,19,211,69,35,24,97,45,79,1,0
243,104,49,18,214,99,49,33,105,53,85,0,0
72,226,180,87,4,52,106,70,54,107,147,0,0
59,179,177,249,55,124,142,41,70,152,82,0,0
168,184,19,167,150,102,132,35,147,118,89,0,0
248,163,241,230,5,65,112,21,58,142,39,1,0
121,227,87,89,8,112,136,91,69,120,152,0,0
226,145,242,179,8,110,56,37,27,23,117,1,0
209,4,88,182,177,42,101,120,52,9,121,0,0
26,21,249,99,101,60,29,128,95,141,42,1,0
85,183,52,180,249,141,72,48,117,62,103,1,0
88,167,81,150,84,45,103,16,131,107,66,0,0
103,106,193,26,104,120,140,41,150,119,88,0,0
21,18,177,210,68,77,39,26,20,80,83,0,0
41,53,41,178,244,53,26,123,94,140,34,1,0
83,37,217,235,26,155,157,158,79,32,29,1,0
242,229,234,104,38,108,136,143,68,21,6,1,0
181,153,103,105,24,109,136,90,147,85,12,1,0
85,113,33,144,179,55,28,19,15,76,71,1,0
183,82,85,71,224,24,93,62,47,100,143,1,0
151,168,2,121,56,107,135,36,148,117,89,0,0
121,123,227,74,230,112,138,38,149,119,89,0,0
195,103,145,32,225,39,20,13,90,39,67,0,0
90,228,225,90,246,113,137,39,69,151,81,0,0
229,208,82,66,54,93,46,30,23,83,82,0,0
245,232,214,25,103,89,126,83,142,81,5,0,0
163,243,197,119,52,49,105,69,53,42,6,0,0
23,150,233,84,75,152,76,157,118,94,13,1,0
53,65,226,34,227,68,35,22,17,77,84,0,0
216,51,213,23,103,89,124,83,64,113,153,0,0
195,165,184,144,176,27,12,116,87,71,88,1,0
19,68,246,56,180,87,122,81,63,49,5,0,0
84,246,226,33,227,67,33,22,97,46,78,1,0
226,185,250,167,119,105,131,143,147,52,7,1,0
84,86,165,74,216,144,151,101,77,60,47,1,0
246,40,177,151,85,75,117,25,138,112,86,1,0
249,146,224,200,211,68,116,22,59,141,42,1,0
36,85,244,71,214,85,121,81,62,50,7,0,0
120,20,245,198,210,39,100,66,51,103,147,0,0
54,120,33,56,179,55,108,19,134,107,66,0,0
6,0,144,177,244,83,42,28,22,81,83,0,0
24,148,69,199,213,69,116,77,59,110,152,0,0
87,82,170,84,89,122,62,147,31,121,147,0,0
37,97,95,96,218,160,0,0,1,64,34,1,0
25,11,50,73,234,144,153,48,157,125,110,1,0
163,6,178,85,88,120,62,42,111,57,84,0,0
162,70,80,208,51,48,25,16,92,43,66,0,0
54,195,116,22,101,60,111,74,56,107,147,0,0
151,227,101,106,23,109,136,91,68,117,151,0,0
245,240,114,146,182,87,42,30,23,81,83,0,0
214,234,99,25,119,90,124,29,144,115,90,0,0
214,194,34,18,198,99,49,34,26,85,84,0,0
198,217,82,248,55,92,127,31,144,116,89,0,0
183,-1,215,175,2,20,11,114,6,100,84,1,0
57,181,178,8,73,123,142,41,71,152,82,0,0
3,119,83,68,55,92,47,31,103,51,84,0,0
193,180,153,250,56,122,141,147,70,24,6,1,0
65,104,88,37,251,156,80,107,120,32,72,1,0
197,40,0,149,81,15,88,5,125,99,39,1,0
199,53,214,8,87,91,127,85,62,114,151,0,0
196,240,207,145,178,25,14,9,7,71,61,1,0
2,23,232,117,64,16,88,112,126,37,92,1,0
67,148,52,182,163,71,117,78,57,47,6,0,0
103,177,89,0,178,42,21,122,11,104,104,1,0
227,4,165,184,181,100,131,86,66,52,11,0,0
193,143,66,193,20,51,25,16,13,11,55,1,0
208,86,229,2,162,43,20,67,90,10,158,1,0
246,99,22,105,36,78,119,80,59,111,153,0,0
177,183,88,166,145,43,101,121,130,40,118,1,0
19,228,32,-1,159,12,7,5,84,35,45,1,0
104,97,186,116,152,118,58,147,29,120,148,0,0
99,89,247,7,83,62,111,126,135,44,137,1,0
122,86,10,2,166,102,50,142,105,148,53,0,0
97,231,69,1,181,72,37,77,99,15,5,1,0
151,34,21,247,34,33,96,64,49,102,146,0,0
218,53,4,10,91,152,157,50,79,160,107,1,0
2,99,99,102,34,18,90,60,45,36,6,1,0
144,88,0,246,51,64,113,21,136,13,174,1,0
106,34,175,245,49,34,97,10,50,136,19,1,0
101,67,146,35,248,128,64,43,31,91,88,1,0
38,50,208,3,181,71,36,25,18,78,84,0,0
49,33,15,241,112,14,8,6,5,2,18,1,0
185,240,246,146,180,86,42,82,21,147,15,1,0
246,89,79,6,81,0,81,2,120,97,22,1,0
6,40,193,150,100,74,118,25,139,110,85,1,0
182,192,24,34,230,99,48,141,26,117,149,0,0
95,120,219,53,9,156,77,160,118,0,107,1,0
37,104,228,37,250,158,80,53,119,65,118,1,0
41,18,58,212,58,139,70,153,35,123,166,1,0
69,166,35,116,169,147,75,50,118,61,107,1,0
54,50,225,17,211,68,34,22,17,79,84,0,0
117,83,179,68,57,122,61,41,30,88,85,1,0
74,197,195,26,105,120,140,39,71,152,81,0,0
16,-1,223,161,210,24,11,7,6,5,30,1,0
214,192,50,36,231,97,48,32,24,83,82,0,0
218,36,243,233,26,156,157,53,80,159,113,1,0
243,103,51,36,230,98,49,34,104,52,85,0,0
150,144,217,196,24,110,54,144,27,117,149,0,0
35,229,47,15,208,8,4,2,83,34,43,1,0
117,144,65,194,20,50,25,17,13,74,69,0,0
40,81,233,67,53,62,33,129,15,109,126,1,0
216,197,153,211,68,78,39,132,99,143,54,0,0
245,48,33,0,159,11,6,3,4,68,47,1,0
166,245,117,151,104,106,134,88,67,118,153,0,0
211,72,2,210,72,108,54,35,106,54,86,0,0
88,165,23,233,23,126,142,96,71,122,156,0,0
119,6,152,85,71,123,61,147,112,90,7,1,0
166,152,87,88,246,111,136,92,147,88,13,1,0
87,153,65,102,20,51,106,17,134,106,68,0,0
184,218,65,232,5,97,129,32,143,116,90,0,0
150,244,101,120,56,107,134,90,66,119,153,0,0
151,232,176,5,67,31,96,10,129,104,53,1,0
100,6,1,66,52,64,31,21,97,45,74,1,0
20,25,22,121,54,77,118,81,141,81,5,0,0
19,166,98,114,150,87,45,30,103,50,85,0,0
31,17,241,191,17,19,10,7,5,3,25,1,0
117,53,40,193,18,51,24,125,94,74,112,1,0
193,103,144,33,242,37,18,13,90,41,67,0,0
34,146,163,198,191,11,84,58,44,35,176,1,0
184,21,180,217,229,97,128,86,64,115,151,0,0
182,7,241,86,0,21,90,6,125,100,43,1,0
242,244,232,121,56,109,135,142,68,23,7,1,0
87,180,38,10,87,121,142,95,71,121,155,0,0
11,19,197,196,42,139,69,101,34,157,67,1,0
249,227,233,86,74,153,75,158,39,128,5,1,0
20,151,97,100,101,91,45,30,103,49,86,0,0
56,244,82,151,82,46,104,17,52,138,21,0,0
48,31,17,224,97,15,9,6,4,4,21,1,0
196,178,18,242,119,103,53,35,26,84,84,0,0
72,121,50,70,210,53,107,19,134,106,66,0,0
73,164,6,218,233,129,143,97,72,121,155,0,0
161,97,18,97,116,58,31,19,14,13,64,1,0
6,10,4,87,246,82,120,82,142,82,7,0,0
36,9,120,88,6,80,121,133,142,49,157,1,0
24,39,9,144,180,57,29,125,94,140,37,1,0
184,194,25,18,214,99,49,141,24,115,149,0,0
232,96,227,97,218,160,-1,52,-1,129,128,1,0
19,248,88,55,182,86,123,136,142,49,163,1,0
196,39,225,164,232,113,57,37,108,54,85,0,0
212,54,241,194,39,109,56,38,108,55,86,0,0
225,20,120,215,243,37,100,120,49,8,119,0,0
41,114,165,145,194,54,28,71,13,140,6,1,0
150,169,1,120,72,107,133,37,147,119,90,0,0
118,199,143,213,243,38,99,12,131,104,58,1,0
196,40,210,148,200,114,57,39,110,54,84,0,0
20,34,177,225,85,77,38,26,20,81,82,0,0
37,95,217,217,251,158,160,160,0,64,33,1,0
161,117,90,169,153,133,147,152,75,27,7,1,0
105,106,193,25,119,119,141,41,149,121,90,0,0
226,50,36,22,99,31,95,64,47,39,5,0,0
232,231,183,1,164,73,36,131,99,142,52,0,0
167,4,165,185,183,102,132,86,65,116,153,0,0
241,7,199,69,208,23,93,114,127,38,100,1,0
193,159,81,208,52,49,24,17,13,9,52,1,0
7,117,37,151,101,76,117,78,60,110,151,0,0
112,64,225,33,243,66,34,24,17,15,71,1,0
41,66,5,35,248,128,65,97,33,154,56,1,0
4,55,164,198,209,8,85,57,122,67,128,1,0
114,85,41,89,8,140,151,154,77,28,16,1,0
119,115,201,163,230,112,58,144,29,118,148,0,0
248,26,162,104,21,81,120,28,141,111,88,0,0
63,229,164,17,209,10,5,56,83,2,127,1,0
102,176,89,1,163,42,20,122,12,105,104,1,0
143,73,241,231,20,66,114,22,136,12,177,1,0
216,68,229,40,150,89,123,84,61,113,153,0,0
49,88,71,4,80,1,82,106,120,32,77,1,0
214,146,163,180,176,10,87,57,42,99,131,1,0
150,106,54,42,152,118,138,93,149,87,21,1,0
170,150,56,84,71,91,46,137,103,147,53,0,0
32,24,1,117,49,19,90,6,126,4,130,1,0
200,234,82,9,69,92,127,30,142,115,88,0,0
154,36,67,233,5,96,127,33,63,148,71,1,0
107,145,101,196,24,109,56,91,29,151,38,1,0
245,250,229,39,148,89,123,84,142,81,6,0,0
88,20,145,199,211,40,101,13,50,135,22,0,0
150,122,69,57,184,115,139,92,149,88,17,1,0
248,147,208,200,197,71,114,24,57,142,44,1,0
197,88,8,3,167,103,50,141,107,85,165,1,0
21,119,217,53,27,156,77,160,120,95,18,1,0
230,248,113,56,196,86,122,29,142,114,90,0,0
248,48,70,17,196,71,34,77,19,143,5,1,0
227,244,118,153,102,104,133,89,68,52,13,0,0
2,151,83,83,87,91,47,30,104,51,86,0,0
42,164,162,232,7,125,144,42,72,154,84,1,0
184,68,114,41,164,86,124,29,61,146,62,1,0
32,119,198,68,55,92,47,86,104,20,9,1,0
50,100,22,120,53,79,120,79,60,49,6,0,0
90,35,160,229,3,36,97,13,48,136,22,0,0
210,70,2,227,87,105,52,36,108,53,86,0,0
34,250,106,55,197,85,122,135,143,49,160,1,0
229,16,239,192,16,20,11,7,5,67,57,1,0
232,115,193,168,148,74,116,26,59,143,48,1,0
67,117,53,168,116,75,118,77,58,46,7,0,0
121,115,201,147,200,116,59,145,29,120,148,0,0
196,211,71,58,199,115,137,92,70,55,18,1,0
197,24,240,101,34,20,89,6,125,99,42,1,0
194,121,200,56,199,115,137,144,149,56,7,1,0
242,249,198,53,193,24,94,114,126,37,101,1,0
9,82,117,81,69,61,32,74,16,142,7,1,0
112,163,199,214,227,67,115,129,58,15,144,1,0
148,99,194,100,120,118,60,39,30,88,84,0,0
150,50,37,7,82,32,95,63,48,103,147,0,0
234,213,185,241,148,72,36,132,99,144,54,0,0
194,165,123,233,25,124,144,149,71,25,7,1,0
7,70,149,42,152,147,155,103,77,125,171,1,0
120,19,5,215,242,38,98,66,49,105,147,0,0
194,83,178,85,89,121,60,42,31,24,126,1,0
51,24,151,121,54,77,118,134,139,48,155,1,0
49,242,99,116,150,89,45,31,21,17,93,1,0
105,228,241,105,22,109,134,36,68,151,81,0,0
192,167,80,119,52,48,105,15,133,11,158,1,0
105,229,241,105,39,108,135,38,67,150,83,0,0
201,49,162,17,208,8,6,57,2,130,137,1,0
176,231,245,21,215,130,66,98,113,25,44,1,0
75,196,209,40,166,117,139,40,70,152,81,0,0
53,251,167,57,202,144,153,101,158,94,48,1,0
160,212,7,55,178,55,109,125,53,11,131,1,0
180,145,243,196,23,110,54,38,27,86,84,0,0
38,225,19,100,105,150,74,51,37,94,112,1,0
39,225,19,102,123,149,76,50,37,94,110,1,0
117,42,74,170,121,135,146,152,155,59,10,1,0
89,90,179,8,72,122,142,40,150,120,89,0,0
242,160,3,227,88,106,52,35,26,21,112,1,0
68,5,247,82,84,62,32,128,95,76,124,1,0
121,122,225,73,214,114,136,38,149,120,88,0,0
52,73,85,232,5,65,112,77,137,78,6,1,0
232,10,160,88,4,82,120,28,142,114,90,0,0
8,117,53,167,148,73,117,79,60,110,153,0,0
84,97,32,113,164,56,28,18,14,77,74,1,0
192,180,170,10,88,120,142,148,72,26,7,1,0
99,163,102,230,19,64,114,74,56,45,5,0,0
210,56,242,196,23,111,56,37,109,54,84,0,0
248,219,243,233,27,154,159,52,159,127,123,1,0
119,90,38,9,71,121,140,94,152,90,23,1,0
177,163,122,233,7,126,144,149,72,27,5,1,0
247,116,38,150,84,77,119,78,59,111,153,0,0
73,165,7,234,9,125,143,96,71,122,155,0,0
103,2,243,182,178,42,100,66,52,106,148,0,0
147,232,115,21,201,130,64,44,112,58,90,1,0
162,8,179,83,72,123,60,40,112,57,84,0,0
58,181,177,8,88,121,141,42,70,152,81,0,0
153,104,41,35,245,97,49,140,105,147,52,0,0
162,226,197,102,34,49,106,71,52,42,6,0,0
55,116,229,170,121,133,148,99,73,124,156,1,0
120,201,145,198,210,39,101,14,129,103,60,1,0
5,2,160,178,6,81,40,28,20,80,82,0,0
121,240,51,114,160,26,14,62,7,134,156,1,0
121,121,211,57,200,115,137,40,150,120,90,0,0
198,224,74,82,85,90,45,136,22,116,149,0,0
166,115,225,162,216,115,56,38,28,87,84,0,0
165,192,143,34,227,38,18,14,11,73,71,0,0
69,249,10,43,170,146,154,157,156,63,22,1,0
226,70,18,226,104,105,54,36,106,52,85,0,0
1,176,17,244,118,105,52,36,26,22,108,1,0
242,180,225,176,241,21,11,8,86,38,57,1,0
63,162,39,212,241,7,85,109,41,2,96,1,0
84,183,66,179,9,140,72,48,116,62,100,1,0
164,8,162,69,40,123,62,42,111,57,85,0,0
184,202,51,201,215,98,129,32,144,116,90,0,0
119,153,225,89,248,113,137,38,147,120,88,0,0
215,249,115,40,164,86,124,28,141,115,89,0,0
6,32,168,225,102,76,39,131,18,112,138,1,0
123,3,19,167,120,105,132,36,66,150,79,1,0
35,83,4,89,6,81,120,82,62,48,7,0,0
144,6,116,81,69,62,32,75,95,14,6,1,0
160,196,249,24,116,58,109,128,55,13,135,1,0
23,163,84,230,3,66,113,75,58,111,151,0,0
75,195,195,24,120,120,141,40,70,153,83,0,0
80,197,21,211,52,77,39,79,101,17,7,1,0
200,2,6,177,5,80,40,81,20,145,9,1,0
56,194,149,40,164,58,108,72,56,108,148,0,0
244,21,182,216,229,99,129,87,64,53,11,0,0
200,83,145,73,230,83,122,28,61,146,57,1,0
43,230,105,19,201,130,65,150,113,154,82,1,0
150,98,195,99,103,120,61,39,30,87,84,0,0
103,197,53,42,166,116,138,93,71,119,151,0,0
2,118,67,51,21,96,49,32,105,51,85,0,0
105,98,170,101,103,121,59,148,31,121,149,0,0
82,164,86,214,243,68,114,75,58,45,7,0,0
167,186,33,183,167,102,131,34,147,118,89,0,0
184,230,6,1,177,11,6,111,84,131,6,1,0
55,106,17,40,146,57,109,19,135,109,69,1,0
212,181,200,159,208,24,11,115,87,70,87,1,0
89,102,119,34,241,38,18,118,89,136,18,1,0
117,143,64,194,36,49,25,18,12,73,71,0,0
244,250,246,55,180,85,122,82,142,83,5,0,0
55,118,229,168,151,132,146,98,74,124,155,0,0
16,241,208,143,192,24,14,8,8,6,30,1,0
182,21,181,216,247,97,128,86,64,116,153,0,0
2,162,18,228,103,104,52,36,27,20,109,1,0
186,165,88,114,164,87,43,135,101,146,54,0,0
194,216,120,230,3,35,97,119,128,39,113,1,0
89,179,23,250,41,124,142,95,72,120,155,0,0
89,181,22,250,55,124,141,96,71,121,154,0,0
201,244,39,47,0,5,2,108,81,129,6,1,0
249,84,50,74,234,142,153,49,77,158,100,1,0
99,53,249,26,122,149,156,158,78,31,22,1,0
33,55,24,196,191,11,85,110,124,34,85,1,0
117,82,178,85,87,122,62,41,30,88,82,0,0
243,201,42,217,245,98,129,139,144,53,172,1,0
3,73,178,212,223,9,85,55,121,65,129,1,0
162,91,153,248,41,124,141,149,150,58,6,1,0
245,40,115,149,96,16,88,58,123,67,136,1,0
164,8,179,68,55,124,62,41,110,58,86,0,0
51,5,81,80,64,2,1,2,81,33,36,1,0
90,115,70,164,216,114,56,91,28,151,42,1,0
83,162,84,215,227,67,113,77,57,47,5,0,0
96,193,88,36,250,158,79,107,39,-1,84,1,0
168,161,250,228,104,104,54,141,28,116,149,0,0
51,151,2,86,75,153,77,51,118,63,112,1,0
246,24,160,104,36,79,121,28,141,112,89,0,0
150,144,232,196,40,110,56,143,28,118,149,0,0
179,69,98,224,99,46,23,15,92,42,68,0,0
198,225,58,83,69,91,45,139,22,115,149,0,0
164,191,145,34,241,38,18,14,10,72,69,0,0
200,35,197,231,21,94,128,86,63,114,153,0,0
240,35,152,245,33,33,98,118,48,6,121,0,0
152,103,24,34,231,99,49,140,104,147,52,0,0
249,3,183,163,233,144,72,102,37,158,70,1,0
120,154,241,90,8,112,136,38,148,118,88,0,0
91,212,225,73,214,114,138,38,68,150,83,0,0
218,225,120,85,75,153,76,105,39,159,81,1,0
84,148,70,200,213,70,114,78,59,46,7,0,0
248,37,103,249,59,154,156,106,78,127,175,1,0
83,148,69,199,196,71,114,78,57,46,5,0,0
208,183,113,181,177,42,101,13,131,9,153,1,0
242,103,33,20,198,100,49,34,105,51,84,0,0
160,216,229,245,152,133,68,98,113,26,49,1,0
98,168,166,148,185,145,73,102,117,29,63,1,0
210,153,217,104,23,110,134,143,148,53,6,1,0
40,89,1,8,85,62,111,22,136,109,72,1,0
234,117,192,150,100,74,119,25,60,144,50,1,0
118,169,196,118,51,47,105,71,131,74,169,1,0
50,24,152,105,38,78,120,133,140,49,156,1,0
153,83,241,85,1,22,90,6,47,132,7,1,0
71,212,164,71,210,55,107,71,54,107,147,0,0
56,96,7,113,146,57,28,127,14,107,119,1,0
105,122,209,56,184,116,138,38,148,120,89,0,0
100,42,74,153,88,136,147,153,153,61,11,1,0
167,170,17,153,102,105,134,36,147,117,88,0,0
25,194,32,40,162,57,110,18,54,140,31,1,0
232,8,144,89,246,81,122,29,141,113,90,0,0
90,229,243,88,6,112,137,37,67,150,81,0,0
242,162,3,211,72,108,55,37,28,23,112,1,0
21,40,38,151,85,76,117,79,139,80,7,0,0
119,146,218,178,247,112,56,144,27,120,149,0,0
150,107,54,40,167,118,140,94,150,88,18,1,0
36,85,6,72,228,84,121,82,62,48,5,0,0
48,55,31,182,176,12,85,5,123,2,123,1,0
232,21,71,95,219,160,-1,106,79,127,5,1,0
216,198,120,193,20,79,41,133,100,145,52,0,0
163,180,22,250,55,123,142,94,71,57,25,1,0
186,167,90,147,181,87,43,136,102,145,52,0,0
122,177,149,243,151,104,52,89,27,149,31,1,0
38,58,53,183,165,73,117,79,138,79,6,0,0
230,47,24,17,208,9,4,110,2,98,70,1,0
52,214,177,226,84,77,37,25,99,47,86,0,0
114,195,148,38,147,59,110,74,54,45,6,0,0
168,17,101,207,50,19,10,59,6,132,146,1,0
249,86,52,89,248,142,150,49,75,158,98,1,0
80,87,79,244,48,2,81,2,121,2,114,1,0
121,88,10,4,182,102,52,142,107,149,52,0,0
216,225,72,99,119,89,46,137,23,114,148,0,0
117,116,229,168,121,133,148,97,75,58,38,1,0
50,101,22,104,21,80,120,79,61,48,6,0,0
246,150,73,98,101,90,46,138,103,81,153,1,0
161,244,213,118,67,47,105,70,53,43,6,0,0
70,88,116,8,68,63,112,75,135,76,6,1,0
145,38,48,160,227,54,26,19,93,44,67,0,0
228,217,196,249,37,95,128,86,143,83,7,0,0
247,209,218,54,26,154,79,158,38,126,6,1,0
72,210,181,72,228,54,106,70,53,106,147,0,0
228,234,212,7,71,91,125,85,144,84,5,0,0
245,166,90,116,164,87,45,137,102,81,149,1,0
226,88,19,244,149,103,52,34,106,52,86,0,0
55,195,147,23,115,59,111,74,54,109,146,0,0
65,83,106,72,212,83,122,135,60,18,160,1,0
178,66,147,35,232,129,64,42,32,25,133,1,0
166,240,184,112,161,26,13,116,6,103,90,1,0
32,151,214,82,70,91,45,85,102,19,7,1,0
35,183,162,178,5,82,40,27,101,49,86,0,0
36,182,145,162,214,85,41,28,102,50,85,0,0
16,103,166,19,215,99,50,87,106,20,15,1,0
22,209,244,70,42,154,77,53,39,95,116,1,0
