61,71,56,1,0
97,105,85,0,0
93,96,67,0,0
60,60,71,0,1
35,41,128,0,0
36,47,71,0,0
93,99,124,0,0
66,73,55,0,1
51,68,40,1,0
79,83,47,0,0
61,64,32,1,0
70,77,67,1,0
76,81,118,1,0
39,54,30,1,0
41,59,20,0,0
83,86,100,1,0
93,95,82,0,0
43,55,24,1,0
74,69,41,0,1
53,48,21,0,0
67,73,58,1,0
79,79,16,0,0
98,105,78,0,0
37,50,52,0,0
60,63,28,1,0
96,105,90,0,0
93,98,102,0,0
82,84,90,1,0
53,50,28,0,0
73,78,43,0,1
65,62,63,0,1
75,80,36,0,1
44,48,112,0,1
91,96,99,0,0
40,54,28,1,0
81,82,123,1,0
62,65,73,1,0
56,64,75,0,1
54,63,58,0,0
85,94,122,1,0
70,75,63,1,0
81,86,94,0,0
73,77,136,1,0
92,96,124,0,0
36,50,61,0,0
98,105,74,0,0
98,102,99,0,0
63,69,108,0,1
34,42,116,0,0
92,98,102,0,0
92,98,134,0,0
57,58,77,0,1
57,67,95,0,1
51,54,92,0,1
93,96,62,0,0
81,82,44,0,0
61,64,34,1,0
97,106,84,0,0
74,79,113,1,0
42,60,24,1,0
93,98,116,0,0
36,49,69,0,0
74,78,72,1,0
45,50,110,0,1
69,75,102,1,0
42,50,104,0,1
49,52,102,0,1
86,88,110,1,0
39,42,128,0,1
37,40,131,0,1
90,93,117,1,0
52,47,17,0,0
52,48,25,0,0
37,54,34,0,0
43,57,16,0,0
85,94,22,0,0
61,72,58,1,0
34,42,110,0,0
66,78,71,1,0
66,76,67,1,0
54,52,28,0,0
64,73,91,1,0
33,44,122,0,1
52,63,82,0,1
76,79,79,1,0
71,73,122,0,1
41,49,62,0,0
42,44,94,0,0
60,70,46,1,0
69,71,118,0,1
53,48,14,0,0
60,71,55,1,0
83,87,99,0,0
73,69,43,0,1
43,63,26,1,0
74,78,75,1,0
81,86,25,0,1
82,82,87,1,0
50,55,89,0,1
81,80,13,0,0
74,79,73,1,0
33,41,124,0,0
41,44,122,0,0
52,58,68,0,0
93,94,43,0,0
35,45,120,0,1
52,48,15,0,0
57,66,74,0,1
81,87,126,0,0
57,67,96,0,1
64,67,74,1,0
54,59,49,0,0
91,96,84,0,0
88,96,133,0,0
45,64,28,1,0
80,83,30,0,1
91,96,78,0,0
54,54,46,0,0
41,47,78,0,0
54,63,78,0,0
36,43,112,0,0
49,56,8,1,0
53,57,62,0,0
97,105,78,0,0
80,85,116,0,0
65,65,60,0,1
36,43,121,0,1
55,61,20,1,0
74,80,111,1,0
97,106,73,0,0
52,48,16,0,0
79,80,9,0,0
52,55,56,0,0
52,52,34,0,0
51,54,98,0,1
41,50,60,0,0
81,85,102,0,0
87,91,114,1,0
81,86,108,0,0
52,61,84,0,1
54,53,36,0,0
38,47,84,0,0
67,75,54,0,1
48,51,110,0,1
34,41,132,0,0
92,93,28,0,0
79,80,16,0,0
38,50,65,0,0
55,62,20,1,0
69,75,61,1,0
81,83,126,0,0
57,70,49,1,0
48,58,12,1,0
41,47,92,0,0
41,44,126,0,0
38,50,58,0,0
56,58,78,0,1
81,83,84,0,0
85,89,108,1,0
69,77,73,1,0
53,58,59,0,0
66,77,68,1,0
72,78,79,1,0
81,81,24,0,0
96,105,87,0,0
91,96,57,0,0
68,78,74,1,0
38,40,132,0,0
48,56,13,1,0
52,57,62,0,0
63,66,36,1,0
56,68,47,1,0
44,56,19,1,0
52,45,13,0,0
91,94,40,0,0
61,65,88,0,1
33,40,130,0,0
71,68,50,0,1
71,72,124,1,0
53,58,46,0,0
42,54,26,1,0
54,48,16,0,0
42,46,120,0,1
62,72,60,0,1
45,50,100,0,1
54,60,14,1,0
67,66,56,0,1
77,70,40,0,1
55,55,96,0,1
42,53,36,0,0
78,73,36,0,1
67,74,95,1,0
43,55,30,0,0
77,71,35,0,1
50,54,100,0,1
82,88,102,1,0
96,103,107,0,0
86,94,126,1,0
79,83,42,0,0
93,95,53,0,0
81,74,28,0,0
86,94,123,1,0
53,54,50,0,0
54,55,42,0,0
58,58,76,0,1
42,56,22,0,0
64,70,110,0,1
48,65,32,1,0
79,83,92,1,0
38,47,78,0,0
79,84,106,0,0
67,73,132,1,0
83,94,18,0,0
60,63,65,0,0
53,56,44,0,0
96,100,118,0,0
54,65,78,0,1
73,76,136,1,0
38,40,132,0,0
60,63,27,1,0
65,70,114,0,1
80,82,50,0,0
81,82,62,0,0
37,46,88,0,0
79,84,30,0,1
81,84,78,0,0
70,73,124,0,0
54,51,36,0,0
62,62,64,0,1
48,64,31,1,0
69,75,65,1,0
84,91,16,0,0
44,51,103,0,1
81,82,18,0,0
44,62,27,1,0
62,65,66,0,0
68,70,81,1,0
69,74,98,1,0
59,67,70,0,1
40,48,110,0,1
98,104,96,0,0
42,55,16,0,0
88,92,114,1,0
35,43,106,0,0
68,67,42,1,0
53,48,14,0,0
65,71,55,1,0
39,41,128,0,1
58,67,70,0,1
80,84,66,0,0
81,85,70,0,0
46,52,99,0,1
76,83,88,1,0
97,104,92,0,0
91,96,50,0,0
92,99,127,0,0
41,47,73,0,0
53,61,52,0,0
87,91,111,1,0
56,70,51,1,0
53,60,16,1,0
33,42,113,0,0
92,96,55,0,0
98,101,104,0,0
81,82,49,0,0
83,93,13,0,0
68,71,82,1,0
54,53,34,0,0
36,47,90,0,0
49,54,96,0,1
71,74,126,1,0
